Ticker,Industry,Sub-Industry,Security Type,Within Range,PE Backed,VC Backed,Sh Out,Mkt Cap,EV,3m ADV ,3m ADV $ ,6m ADV ,6m ADV $,Beta,SI,SI Days,Net Leverage,Net Leverage %,Days until Earnings, EV/Sales 2019 , EV/Sales 2020 , EV/Sales 2021 , EV/Sales 2022 ,Revenue Growth 19-20 ,Revenue Growth 20-21 ,Revenue Growth 21-22 , EV/EBITDA 2019 , EV/EBITDA 2020 , EV/EBITDA 2021 , EV/EBITDA 2022 ,EBITDA Growth 19-20 ,EBITDA Growth 20-21 ,EBITDA Growth 21-22 ,EBITDA MARGIN % 2019,EBITDA MARGIN % 2020,EBITDA MARGIN % 2021,EBITDA MARGIN % 2022, P/E 2019 , P/E 2020 , P/E 2021 , P/E 2022 ,Deal Size,Market Cap At IPO,IPO to First Open,IPO to First Day,IPO to 1st Week,IPO to 1st Month,performance
TCMD,Health Care,Health Care Equipment,Common,Lower End,Yes,Yes, 19.20 , 952.61 , 915.82 , 0.21 , 10.54 ,0.2, 9.68 , 1.05 , 0.15 , 17.40 , (1.45), (0.04), 84.00 , 4.83 , 4.70 , 3.71 , 3.00 , 0.03 , 0.27 , 0.24 , 36.18 , 73.05 , 27.14 , 18.72 , (0.51), 1.69 , 0.45 , 0.13 , 0.06 , 0.14 , 0.16 , 88.45 ," 12,382.50 ", 88.29 , 41.10 , 41.20 , 167.69 , 0.04 , 0.11 , 0.35 , 0.36 ,-0.1006150893788127
TLND,Information Technology,Systems Software,ADR,Above,Yes,Yes, 31.20 , 941.97 , 924.91 , 0.48 , 14.35 ,0.36, 10.75 , 0.76 ,, 6.90 , 1.50 , (0.02), 86.00 , 3.71 , 3.36 , 2.99 , 2.37 , 0.10 , 0.12 , 0.26 , (80.95), (33.62), (85.45), 59.82 , 1.41 , (0.61), (2.43), (0.05), (0.10), (0.04), 0.04 , (44.19), (23.70), (30.05)," (15,025.00)", 108.70 , 108.68 , 0.54 , 0.42 , 0.42 , 0.54 ,-0.07495888433715038
HOME,Consumer Discretionary,Homefurnishing Retail,Common,Mid-point,Yes,No, 64.10 , 172.28 ," 1,995.73 ", 2.90 , 7.79 ,2.57, 6.91 , 1.84 , 0.24 , 5.80 , 10.34 , 0.91 , 25.00 , 1.48 , 1.68 , 1.44 , 1.42 , (0.12), 0.17 , 0.01 , 11.31 , 23.10 , 14.00 ,  NA  , (0.51), 0.65 , NA , 0.13 , 0.07 , 0.10 , NA , 5.77 , (12.07), 24.07 , 22.24 , 143.00 , 905.51 , 0.08 , -   , 0.05 , 0.03 ,-0.16102389092354566
FHB,Financials,Regional Banks,Common,Higher End,No,No, 130.40 ," 1,864.33 "," 1,814.62 ", 1.33 , 19.10 ,0.96, 13.78 , 0.94 , 0.02 , 2.50 ,    ,, 72.00 ,  NA  ,  NA  ,  NA  ,  NA  , (0.06), 0.01 , 0.03 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 6.56 , 11.82 , 9.78 , 7.45 , 557.80 ," 3,280.32 ", 0.05 , 0.05 , 0.08 , 0.18 ,0.028493764420279174
MEDP,Health Care,Life Sciences Tools & Services,Common,Higher End,Yes,No, 38.00 ," 2,954.12 "," 2,878.39 ", 0.38 , 31.69 ,0.3, 24.77 , 1.24 , 0.11 , 9.80 , (0.51), (0.03), 77.00 , 3.35 , 3.56 , 2.83 , 2.59 , (0.06), 0.26 , 0.09 , 19.28 , 25.60 , 16.33 , 14.76 , (0.25), 0.57 , 0.11 , 0.17 , 0.14 , 0.17 , 0.18 , 27.65 , 35.89 , 23.52 , 21.26 , 185.20 , 935.92 , 0.22 , 0.21 , 0.21 , 0.29 ,0.10224065344122256
PTGX,Health Care,Biotechnology,Common,Mid-point,No,Yes, 27.70 , 557.84 , 541.85 , 0.84 , 13.57 ,0.76, 12.25 , 1.30 , 0.04 , 10.40 ,    , (0.03), 86.00 ," 2,226.76 ", 54.90 , 22.66 , 13.45 , 39.56 , 1.42 , 0.69 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (5.43), (5.70), (7.14), (7.41), 90.00 , 175.90 , -   , (0.03), (0.03), 0.03 ,0.1382605398873431
AIRG,Information Technology,Electronic Components,Common,Below,Yes,No, 9.70 , 79.03 , 44.14 , 0.06 , 0.49 ,0.06, 0.50 , 1.16 , 0.05 , 10.50 , (9.35), (0.77), 86.00 , 0.82 , 0.93 , 0.76 , 0.62 , (0.12), 0.22 , 0.24 , 12.19 ,  NA  ,  NA  ,  NA  , NA , NA , NA , 0.07 , NA , NA , NA , 25.47 , (77.62), 35.75 , 14.05 , 12.00 , 57.90 , -   , -   , 0.24 , 0.66 ,0.047392917178869835
NBLX,Energy,Oil & Gas Storage & Transporta,Units,Above,No,No, 90.20 , 536.81 ," 2,469.41 ", 1.03 , 6.10 ,0.75, 4.46 , 1.11 , 0.04 , 1.50 , 5.84 , 0.56 , 81.00 , 3.76 , 3.96 , 4.61 , 6.40 , (0.05), (0.14), (0.28), 10.39 , 6.63 , 6.10 , 6.34 , 0.57 , 0.09 , (0.04), 0.36 , 0.60 , 0.76 , 1.01 , 1.93 , 2.21 , 2.83 , 2.78 , 323.40 , 357.81 , 0.18 , 0.16 , 0.19 , 0.30 ,0.023140705331062827
EVBG,Information Technology,Application Software,Common,Mid-point,Yes,Yes, 34.10 ," 5,681.46 "," 5,595.55 ", 0.74 , 122.03 ,0.56, 92.62 , 0.36 , 0.16 , 12.30 , (15.02), (0.02), 84.00 , 28.07 , 21.55 , 17.13 , 13.89 , 0.30 , 0.26 , 0.23 , 985.80 ," 1,379.01 ", 382.13 , 146.84 , (0.29), 2.61 , 1.60 , 0.03 , 0.02 , 0.05 , 0.10 , (787.43), (913.59)," 3,120.00 ", 260.41 , 103.50 , 323.08 , 0.03 , 0.27 , 0.26 , 0.30 ,0.011989649875471464
FBK,Financials,Regional Banks,Common,Above,No,No, 31.70 , 611.96 , 719.48 , 0.15 , 2.94 ,0.12, 2.22 , 1.05 , 0.05 , 9.10 ,    ,, 70.00 ,  NA  ,  NA  ,  NA  ,  NA  , 0.20 , 0.12 , (0.20),  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 6.74 , 11.86 , 8.71 , 7.12 , 128.50 , 455.71 , 0.11 , 0.09 , 0.10 , 0.13 ,0.02580034597245562
NOVN,Health Care,Pharmaceuticals,Common,Lower End,No,No, 26.70 , 29.42 , 21.97 , 10.66 , 4.16 ,5.63, 2.20 , 0.76 , 0.02 , 0.40 , 0.23 , (0.34), 2.00 , 4.49 , 5.49 ,  NA  ,  NA  , (0.18), NA , NA , (0.68), (1.00),  NA  ,  NA  , (0.32), NA , NA , (6.56), (5.48), NA , NA , (0.33), (0.45),  NA  ,  NA  , 51.90 , 171.48 , 0.31 , 0.65 , 1.05 , 0.87 ,0.2234492260924572
TTD,Information Technology,Application Software,Class A,Above,Yes,Yes, 48.30 ," 14,405.22 "," 14,339.68 ", 2.33 , 730.02 ,1.99, 622.61 , 1.37 , 0.21 , 4.20 , (0.31), -   , 86.00 , 21.68 , 20.85 , 15.40 , 12.08 , 0.04 , 0.35 , 0.28 , 66.99 , 86.95 , 53.49 , 40.56 , (0.23), 0.63 , 0.32 , 0.32 , 0.24 , 0.29 , 0.30 , 84.76 , 127.92 , 91.91 , 65.43 , 96.60 ,  -  , 0.60 , 0.67 , 0.86 , 0.53 ,-0.06003537114019941
CSTR,Financials,Regional Banks,Common,Mid-point,Yes,No, 18.40 , 178.31 , 99.55 , 0.06 , 0.62 ,0.05, 0.52 , 1.06 , 0.00 , 1.20 ,    ,, 72.00 ,  NA  ,  NA  ,  NA  ,  NA  , 0.11 , 0.07 , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 7.34 , 10.87 , 9.61 ,  NA  , 44.60 , 167.76 , 0.10 , 0.06 , 0.13 , 0.18 ,-0.02250200893165255
ELF,Consumer Staples,Personal Products,Common,Above,Yes,No, 51.00 , 670.44 , 784.92 , 1.01 , 13.58 ,0.91, 12.16 , 0.97 , 0.06 , 2.70 , 1.93 , 0.15 , 8.00 , 2.75 , 2.76 , 2.64 ,  NA  , (0.01), 0.05 , NA , 12.54 , 14.62 , 11.62 ,  NA  , (0.14), 0.26 , NA , 0.22 , 0.19 , 0.23 , NA , 22.77 , 30.64 , 23.50 ,  NA  , 162.90 , 754.46 , 0.41 , 0.56 , 0.58 , 0.58 ,0.004624487731279992
ACIU,Health Care,Biotechnology,Common,Lower End,No,No, 71.90 , 582.06 , 384.75 , 0.14 , 1.13 ,0.15, 1.21 , 0.82 , 0.01 , 7.10 , (4.06), (0.50), 93.00 , 3.56 , 21.70 , 5.81 , 7.52 , (0.84), 2.74 , (0.23), 8.14 , (6.11), (6.83), (9.49), (2.33), (0.11), (0.28), 0.44 , (3.55), (0.85), (0.79), 12.66 , (9.05), (11.38), (11.86), 66.00 , 609.36 , 0.28 , 0.42 , 0.50 , 0.43 ,0.03761334683846762
GSUM,Information Technology,Application Software,ADR,Above,Yes,Yes, 34.50 , 28.81 , 52.57 , 0.52 , 0.44 ,0.29, 0.24 , (0.03),, 0.30 ,    , 0.22 , 2.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 100.20 ,  -  , 0.17 , 0.21 , 0.30 , 0.23 ,0.3429399181977297
VVV,Materials,Commodity Chemicals,Common,Mid-point,No,No, 188.00 ," 2,880.92 "," 4,118.92 ", 2.61 , 40.70 ,1.9, 29.57 , 1.16 , 0.03 , 2.40 , 2.49 , 0.28 , 79.00 , 1.81 , 1.97 , 1.81 , 1.76 , (0.08), 0.09 , 0.03 , 8.87 , 9.49 , 8.65 , 8.24 , (0.07), 0.10 , 0.05 , 0.20 , 0.21 , 0.21 , 0.21 , 10.59 , 12.15 , 10.83 , 10.06 , 759.00 ," 4,400.00 ", 0.10 , 0.05 , 0.07 , (0.02),-0.02664286197487176
FLGT,Health Care,Health Care Services,Common,Lower End,No,No, 21.60 , 340.22 , 272.68 , 0.41 , 6.42 ,0.37, 5.84 , 1.57 , 0.08 , 2.00 , (13.91), (0.25), 84.00 , 8.29 , 7.12 , 5.12 , 3.84 , 0.16 , 0.39 , 0.33 , 55.54 , 124.12 , 31.28 , 16.24 , (0.55), 2.97 , 0.93 , 0.15 , 0.06 , 0.16 , 0.24 , 82.53 , 112.00 , 58.07 , 27.51 , 43.50 , 159.09 , 0.02 , 0.02 , 0.07 , 0.01 ,0.004620595633847646
TRHC,Health Care,Health Care Technology,Common,Below,No,Yes, 21.40 ," 1,256.25 "," 1,476.36 ", 0.40 , 21.85 ,0.36, 19.66 , 1.12 , 0.28 , 20.30 , 5.80 , 0.15 , 86.00 , 5.22 , 4.42 , 3.70 , 3.03 , 0.18 , 0.20 , 0.22 , 39.18 , 33.53 , 25.41 , 20.77 , 0.17 , 0.32 , 0.22 , 0.13 , 0.13 , 0.15 , 0.15 , 69.08 , 73.45 , 57.08 , 50.67 , 59.30 , 193.85 , 0.23 , 0.24 , 0.09 , (0.02),-0.09462429021336716
NTNX,Information Technology,Application Software,Class A,Above,Yes,Yes, 192.70 ," 3,995.26 "," 3,545.34 ", 4.24 , 86.95 ,3.62, 74.39 , 1.24 , 0.07 , 4.60 , 1.28 , (0.12), 14.00 , 3.06 , 2.82 , 2.32 , 2.03 , 0.09 , 0.21 , 0.14 , (10.82), (8.08), (9.52),  NA  , 0.34 , (0.15), NA , (0.28), (0.35), (0.24), NA , (8.86), (7.19), (9.08), (9.46), 273.60 ,  -  , 0.66 , 1.31 , 1.38 , 0.55 ,-0.16008450489018733
COUP,Information Technology,Application Software,Common,Higher End,No,Yes, 64.00 ," 13,985.60 "," 14,001.81 ", 1.82 , 382.66 ,1.64, 344.22 , 0.99 , 0.15 , 8.10 , 0.30 , -   , 26.00 , 37.09 , 29.16 , 23.18 , 17.94 , 0.27 , 0.26 , 0.29 , 254.90 , 305.43 , 227.55 , 75.65 , (0.17), 0.34 , 2.01 , 0.15 , 0.10 , 0.10 , 0.24 , 459.56 , 601.33 , 387.20 , 208.13 , 153.20 , 885.98 , 0.94 , 0.85 , 0.70 , 0.40 ,0.06966019370805765
ADSW,Industrials,Environmental & Facilities Ser,Common,Lower End,Yes,No, 90.10 ," 2,938.15 "," 4,820.15 ", 1.90 , 61.82 ,1.37, 44.64 , 0.11 , 0.08 , 5.00 , 4.43 , 0.39 , 78.00 , 2.94 , 3.19 , 2.99 , 2.85 , (0.08), 0.07 , 0.05 , 11.23 , 12.37 , 11.30 , 10.74 , (0.09), 0.10 , 0.05 , 0.26 , 0.26 , 0.26 , 0.27 , 83.54 , 237.81 , 87.58 , 84.62 , 398.50 ," 1,559.36 ", 0.14 , 0.11 , 0.08 , 0.08 ,-0.012802178036624869
OBLN,Health Care,Health Care Equipment,Common,Mid-point,No,Yes, 7.70 , 5.99 , (6.94), 0.33 , 0.25 ,0.31, 0.24 , 1.04 , 0.08 , 1.80 , 0.61 ,, 13.00 , (2.11), (9.91), (0.28),  NA  , (0.79), 34.43 , NA , 0.33 ,  NA  ,  NA  ,  NA  , NA , NA , NA , (6.49), NA , NA , NA , (0.15), (0.61), (0.62),  NA  , 75.00 , 239.30 , 0.01 , -   , (0.14), (0.40),0.13482356742599946
CWH,Consumer Discretionary,Automotive Retail,Class A,Mid-point,Yes,No, 37.50 ," 1,315.33 "," 3,999.64 ", 1.95 , 28.87 ,1.29, 19.14 , 1.76 , 0.31 , 6.30 , 16.93 , 0.70 , 86.00 , 0.82 , 0.94 , 0.84 ,  NA  , (0.12), 0.12 , NA , 24.24 , 26.59 , 16.51 ,  NA  , (0.09), 0.61 , NA , 0.03 , 0.04 , 0.05 , NA , (44.91), 131.15 , 16.14 ,  NA  , 261.20 ,  -  , 0.08 , 0.02 , (0.04), (0.03),-0.08042606940463559
MRAM,Information Technology,Semiconductors,Common,Lower End,No,Yes, 18.10 , 101.71 , 98.47 , 0.56 , 3.03 ,0.33, 1.78 , 0.59 , 0.02 , 1.80 , 0.39 , (0.03), 86.00 , 2.63 , 1.97 , 1.61 ,  NA  , 0.34 , 0.22 , NA , (11.77), 109.66 , 22.95 ,  NA  , (1.11), 3.78 , NA , (0.22), 0.02 , 0.07 , NA , (6.41)," (1,089.90)", 18.17 ,  NA  , 40.00 , 99.94 , 0.14 , 0.00 , (0.19), (0.15),-0.2346612220086017
AZRX,Health Care,Biotechnology,Common,Lower End,No,No, 26.50 , 23.54 , 24.97 , 0.28 , 0.24 ,0.41, 0.35 , 0.70 , 0.00 , 0.20 ,    , 0.06 , 2.00 ,  NA  ,  NA  ,  NA  , 2.87 , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (1.28), (1.63), (1.47), (1.28), 5.30 , 54.29 , (0.09), (0.00), (0.10), (0.17),-0.07005541234451096
AZRE,Utilities,Renewable Electricity,Common,Below,No,Yes, 34.00 , 733.60 ," 1,620.67 ", 0.03 , 0.44 ,0.03, 0.45 , 0.17 , 0.00 , 1.20 , 0.09 , 0.48 , 28.00 , 0.01 , 0.12 , 0.09 ,  NA  , (0.95), 0.27 , NA , 0.19 , 0.14 , 0.12 ,  NA  , 0.37 , 0.22 , NA , 0.03 , 0.84 , 0.81 , NA , (1.30), 0.04 , 3.09 ,  NA  , 61.40 , 466.49 , (0.10), (0.19), (0.13), (0.05),0.0015291554903162918
XOG,Energy,Oil & Gas Exploration & Produc,Common,Above,Yes,No, 137.70 , 44.36 ," 2,042.31 ", 2.04 , 0.65 ,2.22, 0.71 , 0.85 , 0.29 , 8.10 , 2.98 , 0.89 , 79.00 , 1.94 , 2.78 , 3.12 , 3.15 , (0.30), (0.11), (0.01), 3.35 , 4.65 , 5.72 , 6.93 , (0.28), (0.19), (0.18), 0.58 , 0.60 , 0.54 , 0.46 , (0.17), (0.27), (0.40), (0.28), 728.30 ," 2,789.09 ", 0.20 , 0.15 , 0.17 , 0.07 ,0.159595580912405
TUSK,Energy,Oil & Gas Equipment & Services,Common,Lower End,No,No, 45.30 , 51.30 , 174.18 , 0.30 , 0.33 ,0.33, 0.37 , 0.52 , 0.16 , 7.70 , 1.59 , 0.74 , 79.00 , 0.26 , 0.60 , 0.60 , 0.51 , (0.56), -   , 0.18 , 2.14 , 32.41 , 8.04 , 10.26 , (0.93), 3.03 , (0.22), 0.12 , 0.02 , 0.07 , 0.05 , (1.32), (0.60), (0.73), (0.61), 116.30 , 562.50 , (0.09), (0.12), (0.04), (0.08),0.19169249962738144
CRSP,Health Care,Biotechnology,Common,Below,No,Yes, 60.80 ," 3,736.72 "," 2,845.49 ", 1.00 , 60.94 ,1.13, 68.91 , 0.88 , 0.10 , 5.70 , (21.90), (0.31), 77.00 , 10.01 , 133.75 , 108.66 , 59.01 , (0.93), 0.23 , 0.84 , 71.21 , (8.95), (6.90), (6.11), (8.96), 0.30 , 0.13 , 0.14 , (14.95), (15.75), (9.65), 52.15 , (13.35), (11.66), (11.23), 62.00 , 557.14 , 0.07 , 0.01 , 0.06 , 0.46 ,-0.13658194893456688
FRTA,Materials,Construction Materials,Common,Below,Yes,No, 64.80 , 471.42 ," 1,752.02 ", 0.54 , 3.89 ,0.44, 3.16 , 1.49 , 0.15 , 5.20 , 6.28 , 0.73 , 84.00 , 1.14 , 1.17 , 1.12 , 1.11 , (0.02), 0.04 , 0.02 , 8.58 , 9.31 , 8.49 , 8.88 , (0.08), 0.10 , (0.05), 0.13 , 0.13 , 0.13 , 0.12 , (65.82), 63.51 , 22.77 , 18.33 , 331.60 ," 1,148.21 ", (0.08), (0.08), (0.07), 0.01 ,-0.0187216597982649
IRTC,Health Care,Health Care Equipment,Common,Above,Yes,Yes, 26.80 ," 3,469.75 "," 3,457.79 ", 0.41 , 52.86 ,0.41, 52.40 , 1.02 , 0.16 , 16.80 , 0.39 , -   , 79.00 , 16.20 , 14.46 , 10.19 , 7.75 , 0.12 , 0.42 , 0.31 , (113.35), (67.19), (440.00), 55.75 , 0.69 , (0.85), (8.89), (0.14), (0.22), (0.02), 0.14 , (59.41), (61.57), (113.36), 867.03 , 123.00 , 375.14 , 0.57 , 0.53 , 0.47 , 0.79 ,-0.08997898880290632
MYOV,Health Care,Biotechnology,Common,Higher End,Yes,No, 88.90 ," 1,171.44 "," 1,114.75 ", 0.90 , 11.70 ,1.8, 23.49 , 0.78 , 0.09 , 3.50 , 0.20 , (0.05), 13.00 , 40.04 , 16.39 , 6.46 , 2.30 , 1.44 , 1.54 , 1.81 , (4.28), (6.66), (4.79),  NA  , (0.36), 0.39 , NA , (9.35), (2.46), (1.35), NA , (3.52), (4.34), (7.22), 14.66 , 217.50 , 903.42 , -   , (0.12), (0.23), (0.05),0.031423768555293614
ZTO,Industrials,Air Freight & Logistics,ADR,Above,Yes,No, 782.40 ," 25,535.37 "," 23,312.40 ", 2.59 , 84.29 ,2.45, 79.85 , 0.39 ,, 5.70 , (0.29), (0.10), 7.00 , 1.05 , 0.91 , 0.72 , 0.60 , 0.16 , 0.26 , 0.20 , 3.05 , 2.91 , 2.29 , 1.86 , 0.05 , 0.27 , 0.23 , 0.35 , 0.31 , 0.32 , 0.32 , 4.50 , 4.43 , 3.62 , 3.04 ," 1,406.00 ",  -  , (0.06), (0.15), (0.18), (0.19),0.015169822210368666
GOLF,Consumer Discretionary,Leisure Products,Common,Below,Yes,No, 75.10 ," 2,014.40 "," 2,461.20 ", 0.51 , 13.92 ,0.37, 9.94 , 0.90 , 0.10 , 6.80 , 1.72 , 0.16 , 86.00 , 1.49 , 1.68 , 1.65 , 1.46 , (0.11), 0.02 , 0.13 , 10.46 , 14.59 , 12.53 , 11.06 , (0.28), 0.16 , 0.13 , 0.14 , 0.12 , 0.13 , 0.13 , 16.82 , 35.97 , 20.31 , 16.09 , 378.00 ," 1,259.59 ", -   , 0.06 , 0.05 , 0.19 ,0.11059024738690026
BL,Information Technology,Application Software,Common,Higher End,Yes,Yes, 56.20 ," 3,561.43 "," 3,358.48 ", 0.66 , 41.92 ,0.52, 33.08 , 0.74 , 0.09 , 12.10 , (5.53), (0.06), 79.00 , 11.62 , 9.88 , 8.30 , 6.99 , 0.18 , 0.19 , 0.19 , 89.39 , 91.89 , 80.73 ,  NA  , (0.03), 0.14 , NA , 0.13 , 0.11 , 0.10 , NA , 170.71 , 146.55 , 117.84 , 82.35 , 168.10 , 860.56 , 0.44 , 0.39 , 0.28 , 0.61 ,0.07925001035382317
GDS,Information Technology,Internet Services & Infrastruc,ADR,Below,No,Yes, 142.80 ," 9,776.32 "," 11,597.45 ", 1.44 , 92.26 ,1.29, 82.67 , 0.71 ,, 13.50 , 0.88 , 0.14 , 1.00 , 2.81 , 2.01 , 1.48 , 1.14 , 0.40 , 0.36 , 0.30 , 6.36 , 4.59 , 3.23 , 2.37 , 0.39 , 0.42 , 0.36 , 0.44 , 0.44 , 0.46 , 0.48 , (29.00), (47.00), 355.22 , 22.44 , 200.70 ,  -  , -   , 0.04 , (0.04), -   ,-0.03750455349994053
SND,Energy,Oil & Gas Equipment & Services,Common,Below,Yes,No, 40.10 , 32.69 , 93.16 , 0.35 , 0.27 ,0.29, 0.22 , 1.08 , 0.22 , 13.60 , 0.69 , 0.65 , 86.00 , 0.40 , 0.75 , 0.78 , 0.56 , (0.47), (0.03), 0.39 , 1.07 , 2.92 , 8.27 , 4.15 , (0.63), (0.65), 0.99 , 0.37 , 0.26 , 0.09 , 0.14 , 0.75 , (5.28), (1.93), 5.75 , 148.00 , 386.28 , (0.06), (0.00), 0.03 , 0.22 ,0.3581365839165229
IIPR,Real Estate,Industrial REITs,Class A,Lower End,No,No, 15.90 ," 1,240.62 "," 1,309.23 ", 0.53 , 38.32 ,0.5, 36.50 , 1.23 , 0.16 , 11.10 , 1.61 , 0.04 , 86.00 , 28.74 , 11.86 , 8.18 ,  NA  , 1.42 , 0.45 , NA , 38.43 , 13.46 , 8.62 ,  NA  , 1.86 , 0.56 , NA , 0.75 , 0.88 , 0.95 , NA , 35.17 , 18.67 , 15.35 ,  NA  , 67.00 , 67.00 , 0.01 , (0.04), (0.14), (0.09),-0.0320806066921997
POLA,Industrials,Heavy Electrical Equipment,Common,Lower End,No,No, 10.10 , 13.69 , 9.26 , 0.09 , 0.12 ,0.07, 0.09 , 0.69 , 0.02 , 0.40 ,    , (0.33), 2.00 , 0.49 , 0.49 ,  NA  ,  NA  , 0.00 , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (27.00),  NA  ,  NA  ,  NA  , 19.30 , 71.00 , 0.08 , 0.29 , 0.25 , 0.20 ,0.05685265479599887
SNES,Health Care,Pharmaceuticals,Common,Below,No,No, 1.40 , 8.35 , 7.37 , 0.16 , 0.39 ,0.09, 0.23 , 0.06 , 0.03 , 1.40 , 0.12 , (0.13), 2.00 , 51.52 , 11.34 , 2.83 ,  NA  , 3.55 , 3.00 , NA , (0.90),  NA  ,  NA  ,  NA  , NA , NA , NA , (57.30), NA , NA , NA , (0.02), (0.46), (0.67),  NA  , 15.00 , 81.03 , 0.03 , 0.02 , -   , 0.02 ,0.5766028781903803
ICHR,Information Technology,Semiconductor Equipment,Common,Below,No,No, 23.20 , 492.55 , 624.56 , 0.40 , 8.67 ,0.37, 8.09 , 1.39 , 0.06 , 6.10 , 3.36 , 0.20 , 85.00 , 1.04 , 0.79 , 0.74 , 0.68 , 0.32 , 0.07 , 0.08 , 16.41 , 8.74 , 6.84 , 6.03 , 0.88 , 0.28 , 0.14 , 0.06 , 0.09 , 0.11 , 0.11 , 17.28 , 11.11 , 8.39 , 7.08 , 52.90 , 213.55 , 0.14 , 0.09 , 0.22 , 0.56 ,-0.16302706225105035
ATH,Financials,Life & Health Insurance,Class A,Mid-point,Yes,No, 194.30 ," 5,200.26 "," 3,180.26 ", 2.71 , 64.22 ,1.97, 46.63 , 1.75 , 0.05 , 6.30 ,    , (1.58), 84.00 , 0.34 , 0.37 , 0.34 , 0.33 , (0.09), 0.08 , 0.06 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 3.40 , 5.92 , 3.16 , 2.95 ," 1,242.00 ",  -  , 0.09 , 0.10 , 0.16 , 0.17 ,-0.0416819840125211
TRVG,Communication Services,Interactive Media & Services,ADR,Below,No,No, 356.70 , 528.76 , 384.57 , 0.37 , 0.56 ,0.33, 0.50 , 0.70 ,, 12.80 , (2.06), (0.37), 5.00 , 0.46 , 0.93 , 0.64 , 0.55 , (0.51), 0.46 , 0.16 , 5.49 , (34.75), 8.52 , 6.48 , (1.16), (5.08), 0.31 , 0.08 , (0.03), 0.08 , 0.09 , 30.68 , (35.71), 53.57 , 32.61 , 330.30 ,  -  , 0.02 , 0.08 , 0.08 , 0.07 ,0.579954813302541
HEBT,Industrials,Industrial Machinery,Common,Lower End,No,No, 16.30 , 182.22 , 182.72 , 0.07 , 0.82 ,0.11, 1.25 , 0.30 , 0.04 , 8.90 ,    , -   , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 10.80 ,  -  , 0.75 , 0.46 , 0.17 , (0.01),0.04520991105232874
ANAB,Health Care,Biotechnology,Common,Mid-point,Yes,Yes, 27.30 , 531.36 , 160.03 , 0.57 , 11.10 ,0.65, 12.74 , 1.06 , 0.25 , 17.50 , 3.03 , (2.19), 86.00 , 21.16 , 5.42 , 17.94 , 12.65 , 2.91 , (0.70), 0.42 , (1.38), (2.62), (1.70), (1.35), (0.47), 0.54 , 0.26 , (15.31), (2.07), (10.56), (9.34), (5.42), (9.75), (6.31), (6.33), 86.30 , 298.64 , 0.07 , 0.13 , 0.13 , 0.64 ,-0.480212374910889
OBSV,Health Care,Biotechnology,Common,Mid-point,Yes,Yes, 45.70 , 166.93 , 124.63 , 0.59 , 2.02 ,0.83, 2.84 , 1.03 , 0.02 , 1.50 , 0.39 , (0.32), 86.00 ," 9,421.92 "," 4,396.90 ", 39.70 , 3.94 , 1.14 , 109.77 , 9.08 , (1.23), (1.41), (1.06), (0.81), (0.13), 0.33 , 0.32 ," (7,678.57)"," (3,116.67)", (37.32), (4.87), (1.38), (2.09), (2.38), (2.91), 96.80 , 444.47 , (0.11), (0.22), (0.26), (0.07),-0.2839500434655581
REVG,Industrials,Construction Machinery & Heavy,Common,Above,Yes,No, 62.80 , 279.60 , 656.70 , 0.31 , 1.36 ,0.29, 1.27 , 1.08 , 0.12 , 7.90 , 3.75 , 0.54 , 23.00 , 0.29 , 0.30 , 0.28 ,  NA  , (0.03), 0.05 , NA , 6.92 , 11.57 , 6.33 ,  NA  , (0.40), 0.83 , NA , 0.04 , 0.03 , 0.05 , NA , 9.68 , (8.82), 10.24 ,  NA  , 316.30 ," 1,401.34 ", 0.17 , 0.14 , 0.18 , 0.30 ,0.05732598488441454
JNCE,Health Care,Biotechnology,Common,Above,Yes,Yes, 34.00 , 166.69 , 17.64 , 0.35 , 1.70 ,0.57, 2.80 , 1.32 , 0.12 , 8.70 , (2.01), (8.45), 86.00 , 0.12 , 0.65 , 0.21 , 0.47 , (0.82), 2.05 , (0.55), 0.24 , (0.25), (0.33), (0.41), (1.95), (0.24), (0.20), 0.50 , (2.61), (0.65), (1.13), 2.95 , (1.94), (1.94), (2.18), 117.10 , 513.95 , 0.13 , 0.08 , 0.07 , 0.29 ,0.07931395986977319
